GIK.NAME	TIK.NAME	UIK.NAME	MO.NAME	MO.DISTRICT	LAT.ik	LON.ik	LAT.voteroom	LON.voteroom	UIK.NAME.short	TIK	UIK	VOTERS	BALL.RECEIVED	BALL.ISS.UIK.DAYOFVOTE	BALL.ISS.EXTRA	BALL.CANCELLED	BALL.PORTABLE_BOXES	BALL.STATIONARY_BOXES	BALL.INVALID	BALL.VALID	BALL.LOST	BALL.NOT.RECORDED	AMOSOV	BEGLOV	TIKHONOVA
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №7"	Участковая избирательная комиссия №763	Ульянка	73	59.82727	30.220099	59.82727	30.220099	"УИК №763"	7	763	2192	1500	629	16	855	16	629	15	630	0	0	100	419	111
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №7"	Участковая избирательная комиссия №764	Ульянка	74	59.82727	30.220099	59.82727	30.220099	"УИК №764"	7	764	1065	1000	287	6	707	6	287	17	276	0	0	33	188	55
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №7"	Участковая избирательная комиссия №765	Ульянка	74	59.831996	30.215841	59.831996	30.215841	"УИК №765"	7	765	2607	2000	616	8	1376	8	615	15	608	0	0	112	376	120
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №7"	Участковая избирательная комиссия №766	Ульянка	74	59.831996	30.215841	59.831996	30.215841	"УИК №766"	7	766	2380	2000	667	12	1321	12	667	21	658	0	0	103	435	120
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №7"	Участковая избирательная комиссия №767	Ульянка	74	59.831996	30.215841	59.831996	30.215841	"УИК №767"	7	767	2215	2000	606	5	1389	5	605	21	589	0	0	102	361	126
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №7"	Участковая избирательная комиссия №768	Ульянка	74	59.829776	30.211825	59.829776	30.211825	"УИК №768"	7	768	2053	2000	615	7	1378	7	612	20	599	0	0	115	347	137
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №7"	Участковая избирательная комиссия №769	Ульянка	74	59.829776	30.211825	59.829776	30.211825	"УИК №769"	7	769	2866	2000	786	8	1206	8	778	14	772	0	0	135	444	193
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №7"	Участковая избирательная комиссия №770	Ульянка	74	59.82727	30.220099	59.82727	30.220099	"УИК №770"	7	770	1389	1000	339	11	650	11	339	2	348	0	0	52	218	78
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №7"	Участковая избирательная комиссия №771	Ульянка	75	59.835677	30.219596	59.835677	30.219596	"УИК №771"	7	771	1120	1000	283	2	715	2	283	8	277	0	0	59	157	61
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №7"	Участковая избирательная комиссия №772	Ульянка	75	59.836911	30.207235	59.836911	30.207235	"УИК №772"	7	772	2082	1500	494	13	993	13	494	20	487	0	0	87	290	110
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №7"	Участковая избирательная комиссия №773	Ульянка	75	59.836911	30.207235	59.836911	30.207235	"УИК №773"	7	773	2013	1500	497	9	994	9	497	15	491	0	0	79	309	103
